Date,Demographic_category,Administered_Dose1,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,census
2021-07-19,Ages_75+_yrs,18606686,16577883,86.8,77.3,21438732
2021-07-18,Ages_75+_yrs,18600488,16571889,86.8,77.3,21438732
2021-07-17,Ages_75+_yrs,18592486,16564284,86.7,77.3,21438732
2021-07-16,Ages_75+_yrs,18579377,16549894,86.7,77.2,21438732
2021-07-15,Ages_75+_yrs,18569489,16540394,86.6,77.2,21438732
2021-07-14,Ages_75+_yrs,18559235,16530847,86.6,77.1,21438732
2021-07-13,Ages_75+_yrs,18545530,16491979,86.5,76.9,21438732
2021-07-12,Ages_75+_yrs,18541951,16488245,86.5,76.9,21438732
2021-07-11,Ages_75+_yrs,18536872,16483039,86.5,76.9,21438732
2021-07-10,Ages_75+_yrs,18526508,16473098,86.4,76.8,21438732
2021-07-09,Ages_75+_yrs,18515392,16461714,86.4,76.8,21438732
2021-07-08,Ages_75+_yrs,18504246,16448069,86.3,76.7,21438732
2021-07-07,Ages_75+_yrs,18491866,16435808,86.3,76.7,21438732
2021-07-06,Ages_75+_yrs,18486145,16424457,86.2,76.6,21438732
2021-07-05,Ages_75+_yrs,18483683,16421971,86.2,76.6,21438732
2021-07-04,Ages_75+_yrs,18478355,16416672,86.2,76.6,21438732
2021-07-03,Ages_75+_yrs,18468395,16406810,86.1,76.5,21438732
2021-07-02,Ages_75+_yrs,18445540,16372314,86,76.4,21438732
2021-07-01,Ages_75+_yrs,18435021,16359208,86,76.3,21438732
2021-06-30,Ages_75+_yrs,18370827,16285109,85.7,76,21438732
2021-06-29,Ages_75+_yrs,18321610,16241844,85.5,75.8,21438732
2021-06-28,Ages_75+_yrs,18312783,16229037,85.4,75.7,21438732
2021-06-27,Ages_75+_yrs,18304074,16209943,85.4,75.6,21438732
2021-06-26,Ages_75+_yrs,18288410,16184604,85.3,75.5,21438732
2021-06-25,Ages_75+_yrs,18274907,16168808,85.2,75.4,21438732
2021-06-24,Ages_75+_yrs,18279625,16162359,85.3,75.4,21438732
2021-06-23,Ages_75+_yrs,18266542,16144602,85.2,75.3,21438732
2021-06-22,Ages_75+_yrs,18255558,16131906,85.2,75.2,21438732
2021-06-21,Ages_75+_yrs,18248875,16123419,85.1,75.2,21438732
2021-06-20,Ages_75+_yrs,18243634,16116434,85.1,75.2,21438732
2021-06-19,Ages_75+_yrs,18233880,16103238,85.1,75.1,21438732
2021-06-18,Ages_75+_yrs,18220158,16084638,85,75,21438732
2021-06-17,Ages_75+_yrs,18205552,16060709,84.9,74.9,21438732
2021-06-16,Ages_75+_yrs,18181436,16024128,84.8,74.7,21438732
2021-06-15,Ages_75+_yrs,18173301,16010062,84.8,74.7,21438732
2021-06-14,Ages_75+_yrs,18164025,15993811,84.7,74.6,21438732
2021-06-13,Ages_75+_yrs,18154296,15947812,84.7,74.4,21438732
2021-06-12,Ages_75+_yrs,18140476,15926265,84.6,74.3,21438732
2021-06-11,Ages_75+_yrs,18123276,15899069,84.5,74.2,21438732
2021-06-10,Ages_75+_yrs,18115058,15887910,84.5,74.1,21438732
2021-06-09,Ages_75+_yrs,18103668,15871333,84.4,74,21438732
2021-06-08,Ages_75+_yrs,18094823,15858645,84.4,74,21438732
2021-06-07,Ages_75+_yrs,18086302,15845491,84.4,73.9,21438732
2021-06-06,Ages_75+_yrs,18076083,15828642,84.3,73.8,21438732
2021-06-05,Ages_75+_yrs,18061608,15802412,84.2,73.7,21438732
2021-06-04,Ages_75+_yrs,18043425,15777655,84.2,73.6,21438732
2021-06-03,Ages_75+_yrs,18022673,15745177,84.1,73.4,21438732
2021-06-02,Ages_75+_yrs,18011961,15727129,84,73.4,21438732
2021-06-01,Ages_75+_yrs,18006319,15716950,84,73.3,21438732
2021-05-31,Ages_75+_yrs,18001558,15707475,84,73.3,21438732
2021-05-30,Ages_75+_yrs,17991001,15692807,83.9,73.2,21438732
2021-05-29,Ages_75+_yrs,17976991,15671491,83.9,73.1,21438732
2021-05-28,Ages_75+_yrs,17956446,15640831,83.8,73,21438732
2021-05-27,Ages_75+_yrs,17938698,15613889,83.7,72.8,21438732
2021-05-26,Ages_75+_yrs,17926109,15586230,83.6,72.7,21438732
2021-05-25,Ages_75+_yrs,17907017,15561187,83.5,72.6,21438732
2021-05-24,Ages_75+_yrs,17898720,15548847,83.5,72.5,21438732
2021-05-23,Ages_75+_yrs,17888993,15534470,83.4,72.5,21438732
2021-05-22,Ages_75+_yrs,17869895,15504574,83.4,72.3,21438732
2021-05-21,Ages_75+_yrs,17841939,15465787,83.2,72.1,21438732
2021-05-20,Ages_75+_yrs,17814222,15425716,83.1,72,21438732
2021-05-19,Ages_75+_yrs,17791288,15389126,83,71.8,21438732
2021-05-18,Ages_75+_yrs,17772888,15356894,82.9,71.6,21438732
2021-05-17,Ages_75+_yrs,17760840,15339549,82.8,71.6,21438732
2021-05-16,Ages_75+_yrs,17741108,15318896,82.8,71.5,21438732
2021-05-15,Ages_75+_yrs,17715396,15285453,82.6,71.3,21438732
2021-05-14,Ages_75+_yrs,17684981,15239143,82.5,71.1,21438732
2021-05-13,Ages_75+_yrs,17660785,15201783,82.4,70.9,21438732
2021-05-12,Ages_75+_yrs,17634594,15160464,82.3,70.7,21438732
2021-05-11,Ages_75+_yrs,17614815,15129906,82.2,70.6,21438732
2021-05-10,Ages_75+_yrs,17596036,15106828,82.1,70.5,21438732
2021-05-09,Ages_75+_yrs,17576673,15079409,82,70.3,21438732
2021-05-08,Ages_75+_yrs,17550047,15037510,81.9,70.1,21438732
2021-05-07,Ages_75+_yrs,17515399,14987201,81.7,69.9,21438732
2021-05-06,Ages_75+_yrs,17470358,14922745,81.5,69.6,21438732
2021-05-05,Ages_75+_yrs,17373313,14838871,81,69.2,21438732
2021-05-04,Ages_75+_yrs,17345118,14800394,80.9,69,21438732
2021-05-03,Ages_75+_yrs,17330014,14782009,80.8,69,21438732
2021-05-02,Ages_75+_yrs,17319175,14763711,80.8,68.9,21438732
2021-05-01,Ages_75+_yrs,17294666,14725650,80.7,68.7,21438732
2021-04-30,Ages_75+_yrs,17248525,14655433,80.5,68.4,21438732
2021-04-29,Ages_75+_yrs,17206188,14592439,80.3,68.1,21438732
2021-04-28,Ages_75+_yrs,17162107,14529529,80.1,67.8,21438732
2021-04-27,Ages_75+_yrs,17131710,14480779,79.9,67.5,21438732
2021-04-26,Ages_75+_yrs,17112516,14453661,79.8,67.4,21438732
2021-04-25,Ages_75+_yrs,17089578,14419818,79.7,67.3,21438732
2021-04-24,Ages_75+_yrs,17056154,14362576,79.6,67,21438732
2021-04-23,Ages_75+_yrs,17008946,14281781,79.3,66.6,21438732
2021-04-22,Ages_75+_yrs,16959642,14196688,79.1,66.2,21438732
2021-04-21,Ages_75+_yrs,16920014,14125797,78.9,65.9,21438732
2021-04-20,Ages_75+_yrs,16882892,14059173,78.7,65.6,21438732
2021-04-19,Ages_75+_yrs,16849565,14013087,78.6,65.4,21438732
2021-04-18,Ages_75+_yrs,16828584,13970286,78.5,65.2,21438732
2021-04-17,Ages_75+_yrs,16781438,13876074,78.3,64.7,21438732
2021-04-16,Ages_75+_yrs,16728539,13772904,78,64.2,21438732
2021-04-15,Ages_75+_yrs,16661702,13641830,77.7,63.6,21438732
2021-04-14,Ages_75+_yrs,16603029,13538826,77.4,63.2,21438732
2021-04-13,Ages_75+_yrs,16532037,13445745,77.1,62.7,21438732
2021-04-12,Ages_75+_yrs,16494203,13377872,76.9,62.4,21438732
2021-04-11,Ages_75+_yrs,16448091,13298675,76.7,62,21438732
2021-04-10,Ages_75+_yrs,16385439,13171006,76.4,61.4,21438732
2021-04-09,Ages_75+_yrs,16296206,13003362,76,60.7,21438732
2021-04-08,Ages_75+_yrs,16219447,12858296,75.7,60,21438732
2021-04-07,Ages_75+_yrs,16151025,12718755,75.3,59.3,21438732
2021-04-06,Ages_75+_yrs,16095781,12593784,75.1,58.7,21438732
2021-04-05,Ages_75+_yrs,15974602,12314070,74.5,57.4,21438732
2021-04-04,Ages_75+_yrs,15974107,12311991,74.5,57.4,21438732
2021-04-03,Ages_75+_yrs,15972597,12308180,74.5,57.4,21438732
2021-04-02,Ages_75+_yrs,15885869,12118880,74.1,56.5,21438732
2021-04-01,Ages_75+_yrs,15760308,11902234,73.5,55.5,21438732
2021-03-31,Ages_75+_yrs,15681768,11716347,73.1,54.7,21438732
2021-03-30,Ages_75+_yrs,15610766,11574654,72.8,54,21438732
2021-03-29,Ages_75+_yrs,15573929,11484923,72.6,53.6,21438732
2021-03-28,Ages_75+_yrs,15521551,11361893,72.4,53,21438732
2021-03-27,Ages_75+_yrs,15435262,11164859,72,52.1,21438732
2021-03-26,Ages_75+_yrs,15326352,10951333,71.5,51.1,21438732
2021-03-25,Ages_75+_yrs,15202729,10757900,70.9,50.2,21438732
2021-03-24,Ages_75+_yrs,15099971,10597865,70.4,49.4,21438732
2021-03-23,Ages_75+_yrs,15000983,10459666,70,48.8,21438732
2021-03-22,Ages_75+_yrs,14919893,10365196,69.6,48.3,21438732
2021-03-21,Ages_75+_yrs,14850949,10245652,69.3,47.8,21438732
2021-03-20,Ages_75+_yrs,14733555,10060651,68.7,46.9,21438732
2021-03-19,Ages_75+_yrs,14592575,9844616,68.1,45.9,21438732
2021-03-18,Ages_75+_yrs,14474994,9647213,67.5,45,21438732
2021-03-17,Ages_75+_yrs,14345068,9444302,66.9,44.1,21438732
2021-03-16,Ages_75+_yrs,14227489,9237026,66.4,43.1,21438732
2021-03-15,Ages_75+_yrs,14145596,9092085,66,42.4,21438732
2021-03-14,Ages_75+_yrs,14043334,8912797,65.5,41.6,21438732
2021-03-13,Ages_75+_yrs,13893623,8682832,64.8,40.5,21438732
2021-03-12,Ages_75+_yrs,13568471,8363930,63.3,39,21438732
2021-03-11,Ages_75+_yrs,13385659,8070519,62.4,37.6,21438732
2021-03-10,Ages_75+_yrs,13207941,7833992,61.6,36.5,21438732
2021-03-09,Ages_75+_yrs,13061474,7658500,60.9,35.7,21438732
2021-03-08,Ages_75+_yrs,12952271,7536600,60.4,35.2,21438732
2021-03-07,Ages_75+_yrs,12838952,7369171,59.9,34.4,21438732
2021-03-06,Ages_75+_yrs,12644700,7122174,59,33.2,21438732
2021-03-05,Ages_75+_yrs,12384312,6812172,57.8,31.8,21438732
2021-03-04,Ages_75+_yrs,12155372,6535692,56.7,30.5,21438732
2021-03-03,Ages_75+_yrs,11964086,6290352,55.8,29.3,21438732
2021-03-02,Ages_75+_yrs,11806663,6079342,55.1,28.4,21438732
2021-03-01,Ages_75+_yrs,11659569,5923686,54.4,27.6,21438732
2021-02-28,Ages_75+_yrs,11506369,5688158,53.7,26.5,21438732
2021-02-27,Ages_75+_yrs,11273496,5363427,52.6,25,21438732
2021-02-26,Ages_75+_yrs,11031570,5016677,51.5,23.4,21438732
2021-02-25,Ages_75+_yrs,10812219,4691736,50.4,21.9,21438732
2021-02-24,Ages_75+_yrs,10638087,4413366,49.6,20.6,21438732
2021-02-23,Ages_75+_yrs,10496605,4187474,49,19.5,21438732
2021-02-22,Ages_75+_yrs,10421569,4052285,48.6,18.9,21438732
2021-02-21,Ages_75+_yrs,10312251,3854022,48.1,18,21438732
2021-02-20,Ages_75+_yrs,10124254,3546215,47.2,16.5,21438732
2021-02-19,Ages_75+_yrs,9937968,3261972,46.4,15.2,21438732
2021-02-18,Ages_75+_yrs,9704385,2977947,45.3,13.9,21438732
2021-02-17,Ages_75+_yrs,9521995,2761808,44.4,12.9,21438732
2021-02-16,Ages_75+_yrs,9377051,2627748,43.7,12.3,21438732
2021-02-15,Ages_75+_yrs,9269638,2516497,43.2,11.7,21438732
2021-02-14,Ages_75+_yrs,9072740,2351209,42.3,11,21438732
2021-02-13,Ages_75+_yrs,8768215,2075151,40.9,9.7,21438732
2021-02-12,Ages_75+_yrs,8448191,1810083,39.4,8.4,21438732
2021-02-11,Ages_75+_yrs,8164625,1569980,38.1,7.3,21438732
2021-02-10,Ages_75+_yrs,7917743,1393883,36.9,6.5,21438732
2021-02-09,Ages_75+_yrs,7677473,1228207,35.8,5.7,21438732
2021-02-08,Ages_75+_yrs,7523431,1149289,35.1,5.4,21438732
2021-02-07,Ages_75+_yrs,7311525,1076797,34.1,5,21438732
2021-02-06,Ages_75+_yrs,6981315,917960,32.6,4.3,21438732
2021-02-05,Ages_75+_yrs,6599485,760313,30.8,3.5,21438732
2021-02-04,Ages_75+_yrs,6310470,656871,29.4,3.1,21438732
2021-02-03,Ages_75+_yrs,6044938,561901,28.2,2.6,21438732
2021-02-02,Ages_75+_yrs,5837318,498610,27.2,2.3,21438732
2021-02-01,Ages_75+_yrs,5688209,468957,26.5,2.2,21438732
2021-01-31,Ages_75+_yrs,5426634,419456,25.3,2,21438732
2021-01-30,Ages_75+_yrs,5067319,360975,23.6,1.7,21438732
2021-01-29,Ages_75+_yrs,4684494,291086,21.9,1.4,21438732
2021-01-28,Ages_75+_yrs,4322073,230220,20.2,1.1,21438732
2021-01-27,Ages_75+_yrs,4015798,187233,18.7,0.9,21438732
2021-01-26,Ages_75+_yrs,3770040,162961,17.6,0.8,21438732
2021-01-25,Ages_75+_yrs,3589153,147796,16.7,0.7,21438732
2021-01-24,Ages_75+_yrs,3333274,139122,15.5,0.6,21438732
2021-01-23,Ages_75+_yrs,2981123,120679,13.9,0.6,21438732
2021-01-22,Ages_75+_yrs,2622612,95185,12.2,0.4,21438732
2021-01-21,Ages_75+_yrs,2304778,71268,10.8,0.3,21438732
2021-01-20,Ages_75+_yrs,2091249,61465,9.8,0.3,21438732
2021-01-19,Ages_75+_yrs,1906766,54797,8.9,0.3,21438732
2021-01-18,Ages_75+_yrs,1798751,52003,8.4,0.2,21438732
2021-01-17,Ages_75+_yrs,1641360,46854,7.7,0.2,21438732
2021-01-16,Ages_75+_yrs,1427026,39203,6.7,0.2,21438732
2021-01-15,Ages_75+_yrs,1193887,30758,5.6,0.1,21438732
2021-01-14,Ages_75+_yrs,1003289,21650,4.7,0.1,21438732
2021-01-13,Ages_75+_yrs,865851,16322,4,0.1,21438732
2021-01-12,Ages_75+_yrs,743452,13072,3.5,0.1,21438732
2021-01-11,Ages_75+_yrs,680183,11832,3.2,0.1,21438732
2021-01-10,Ages_75+_yrs,616131,10577,2.9,0,21438732
2021-01-09,Ages_75+_yrs,494629,7722,2.3,0,21438732
2021-01-08,Ages_75+_yrs,406416,5260,1.9,0,21438732
2021-01-07,Ages_75+_yrs,323475,3256,1.5,0,21438732
2021-01-06,Ages_75+_yrs,265624,1128,1.2,0,21438732
2021-01-05,Ages_75+_yrs,225444,828,1.1,0,21438732
2021-01-04,Ages_75+_yrs,209714,805,1,0,21438732
2021-01-03,Ages_75+_yrs,170424,694,0.8,0,21438732
2021-01-02,Ages_75+_yrs,150386,599,0.7,0,21438732
2021-01-01,Ages_75+_yrs,124562,461,0.6,0,21438732
2020-12-31,Ages_75+_yrs,91173,303,0.4,0,21438732
2020-12-30,Ages_75+_yrs,65296,222,0.3,0,21438732
2020-12-29,Ages_75+_yrs,50088,137,0.2,0,21438732
2020-12-28,Ages_75+_yrs,45467,112,0.2,0,21438732
2020-12-27,Ages_75+_yrs,42817,97,0.2,0,21438732
2020-12-26,Ages_75+_yrs,34296,82,0.2,0,21438732
2020-12-25,Ages_75+_yrs,26840,54,0.1,0,21438732
2020-12-24,Ages_75+_yrs,15307,38,0.1,0,21438732
2020-12-23,Ages_75+_yrs,9520,21,0,0,21438732
2020-12-22,Ages_75+_yrs,6663,11,0,0,21438732
2020-12-21,Ages_75+_yrs,5279,10,0,0,21438732
2020-12-20,Ages_75+_yrs,3881,9,0,0,21438732
2020-12-19,Ages_75+_yrs,1848,6,0,0,21438732
2020-12-18,Ages_75+_yrs,646,4,0,0,21438732
2020-12-17,Ages_75+_yrs,126,0,0,0,21438732
2020-12-16,Ages_75+_yrs,4,0,0,0,21438732
2021-07-19,Ages_65-74_yrs,26983294,24083801,91,81.2,29660538
2021-07-18,Ages_65-74_yrs,26970269,24071860,90.9,81.2,29660538
2021-07-17,Ages_65-74_yrs,26954909,24058311,90.9,81.1,29660538
2021-07-16,Ages_65-74_yrs,26933323,24037488,90.8,81,29660538
2021-07-15,Ages_65-74_yrs,26915457,24020752,90.7,81,29660538
2021-07-14,Ages_65-74_yrs,26896580,24003981,90.7,80.9,29660538
2021-07-13,Ages_65-74_yrs,26873784,23952754,90.6,80.8,29660538
2021-07-12,Ages_65-74_yrs,26866127,23945068,90.6,80.7,29660538
2021-07-11,Ages_65-74_yrs,26855621,23934429,90.5,80.7,29660538
2021-07-10,Ages_65-74_yrs,26836116,23916548,90.5,80.6,29660538
2021-07-09,Ages_65-74_yrs,26816071,23896928,90.4,80.6,29660538
2021-07-08,Ages_65-74_yrs,26795070,23871798,90.3,80.5,29660538
2021-07-07,Ages_65-74_yrs,26772572,23849620,90.3,80.4,29660538
2021-07-06,Ages_65-74_yrs,26762247,23826536,90.2,80.3,29660538
2021-07-05,Ages_65-74_yrs,26757243,23821496,90.2,80.3,29660538
2021-07-04,Ages_65-74_yrs,26747805,23811719,90.2,80.3,29660538
2021-07-03,Ages_65-74_yrs,26729303,23793960,90.1,80.2,29660538
2021-07-02,Ages_65-74_yrs,26695973,23738116,90,80,29660538
2021-07-01,Ages_65-74_yrs,26676759,23714749,89.9,80,29660538
2021-06-30,Ages_65-74_yrs,26597910,23614401,89.7,79.6,29660538
2021-06-29,Ages_65-74_yrs,26545454,23565960,89.5,79.5,29660538
2021-06-28,Ages_65-74_yrs,26530138,23545045,89.4,79.4,29660538
2021-06-27,Ages_65-74_yrs,26514657,23509321,89.4,79.3,29660538
2021-06-26,Ages_65-74_yrs,26485916,23460517,89.3,79.1,29660538
2021-06-25,Ages_65-74_yrs,26463245,23432505,89.2,79,29660538
2021-06-24,Ages_65-74_yrs,26463968,23420424,89.2,79,29660538
2021-06-23,Ages_65-74_yrs,26441294,23391239,89.1,78.9,29660538
2021-06-22,Ages_65-74_yrs,26421430,23368437,89.1,78.8,29660538
2021-06-21,Ages_65-74_yrs,26407812,23350682,89,78.7,29660538
2021-06-20,Ages_65-74_yrs,26397211,23335997,89,78.7,29660538
2021-06-19,Ages_65-74_yrs,26379718,23310686,88.9,78.6,29660538
2021-06-18,Ages_65-74_yrs,26355637,23276820,88.9,78.5,29660538
2021-06-17,Ages_65-74_yrs,26332634,23239226,88.8,78.4,29660538
2021-06-16,Ages_65-74_yrs,26288522,23172905,88.6,78.1,29660538
2021-06-15,Ages_65-74_yrs,26272839,23146368,88.6,78,29660538
2021-06-14,Ages_65-74_yrs,26254431,23113475,88.5,77.9,29660538
2021-06-13,Ages_65-74_yrs,26237234,23032688,88.5,77.7,29660538
2021-06-12,Ages_65-74_yrs,26213381,22993182,88.4,77.5,29660538
2021-06-11,Ages_65-74_yrs,26181970,22943527,88.3,77.4,29660538
2021-06-10,Ages_65-74_yrs,26166665,22922519,88.2,77.3,29660538
2021-06-09,Ages_65-74_yrs,26146570,22892364,88.2,77.2,29660538
2021-06-08,Ages_65-74_yrs,26131232,22869598,88.1,77.1,29660538
2021-06-07,Ages_65-74_yrs,26114600,22843395,88,77,29660538
2021-06-06,Ages_65-74_yrs,26094996,22812193,88,76.9,29660538
2021-06-05,Ages_65-74_yrs,26068515,22763744,87.9,76.7,29660538
2021-06-04,Ages_65-74_yrs,26040867,22726298,87.8,76.6,29660538
2021-06-03,Ages_65-74_yrs,26006412,22668562,87.7,76.4,29660538
2021-06-02,Ages_65-74_yrs,25988282,22635632,87.6,76.3,29660538
2021-06-01,Ages_65-74_yrs,25977693,22616880,87.6,76.3,29660538
2021-05-31,Ages_65-74_yrs,25967808,22598801,87.6,76.2,29660538
2021-05-30,Ages_65-74_yrs,25945931,22569698,87.5,76.1,29660538
2021-05-29,Ages_65-74_yrs,25919647,22529573,87.4,76,29660538
2021-05-28,Ages_65-74_yrs,25882888,22470971,87.3,75.8,29660538
2021-05-27,Ages_65-74_yrs,25850625,22420525,87.2,75.6,29660538
2021-05-26,Ages_65-74_yrs,25826053,22367855,87.1,75.4,29660538
2021-05-25,Ages_65-74_yrs,25792080,22320943,87,75.3,29660538
2021-05-24,Ages_65-74_yrs,25774888,22296557,86.9,75.2,29660538
2021-05-23,Ages_65-74_yrs,25754635,22267023,86.8,75.1,29660538
2021-05-22,Ages_65-74_yrs,25719111,22210570,86.7,74.9,29660538
2021-05-21,Ages_65-74_yrs,25665647,22137233,86.5,74.6,29660538
2021-05-20,Ages_65-74_yrs,25615691,22063396,86.4,74.4,29660538
2021-05-19,Ages_65-74_yrs,25571646,21995046,86.2,74.2,29660538
2021-05-18,Ages_65-74_yrs,25536413,21931628,86.1,73.9,29660538
2021-05-17,Ages_65-74_yrs,25511667,21897440,86,73.8,29660538
2021-05-16,Ages_65-74_yrs,25486185,21860864,85.9,73.7,29660538
2021-05-15,Ages_65-74_yrs,25441884,21798337,85.8,73.5,29660538
2021-05-14,Ages_65-74_yrs,25385003,21711169,85.6,73.2,29660538
2021-05-13,Ages_65-74_yrs,25342108,21638697,85.4,73,29660538
2021-05-12,Ages_65-74_yrs,25293043,21557255,85.3,72.7,29660538
2021-05-11,Ages_65-74_yrs,25257265,21497459,85.2,72.5,29660538
2021-05-10,Ages_65-74_yrs,25220741,21449430,85,72.3,29660538
2021-05-09,Ages_65-74_yrs,25182356,21392575,84.9,72.1,29660538
2021-05-08,Ages_65-74_yrs,25132376,21308157,84.7,71.8,29660538
2021-05-07,Ages_65-74_yrs,25070448,21207528,84.5,71.5,29660538
2021-05-06,Ages_65-74_yrs,24984203,21076493,84.2,71.1,29660538
2021-05-05,Ages_65-74_yrs,24810560,20912161,83.6,70.5,29660538
2021-05-04,Ages_65-74_yrs,24760044,20837488,83.5,70.3,29660538
2021-05-03,Ages_65-74_yrs,24734491,20800710,83.4,70.1,29660538
2021-05-02,Ages_65-74_yrs,24711796,20762376,83.3,70,29660538
2021-05-01,Ages_65-74_yrs,24665071,20681285,83.2,69.7,29660538
2021-04-30,Ages_65-74_yrs,24580796,20542892,82.9,69.3,29660538
2021-04-29,Ages_65-74_yrs,24503433,20417860,82.6,68.8,29660538
2021-04-28,Ages_65-74_yrs,24425171,20294595,82.3,68.4,29660538
2021-04-27,Ages_65-74_yrs,24367775,20196008,82.2,68.1,29660538
2021-04-26,Ages_65-74_yrs,24327919,20137653,82,67.9,29660538
2021-04-25,Ages_65-74_yrs,24278893,20063133,81.9,67.6,29660538
2021-04-24,Ages_65-74_yrs,24213965,19940823,81.6,67.2,29660538
2021-04-23,Ages_65-74_yrs,24126626,19774317,81.3,66.7,29660538
2021-04-22,Ages_65-74_yrs,24032002,19593484,81,66.1,29660538
2021-04-21,Ages_65-74_yrs,23956446,19446778,80.8,65.6,29660538
2021-04-20,Ages_65-74_yrs,23885699,19308496,80.5,65.1,29660538
2021-04-19,Ages_65-74_yrs,23823990,19228566,80.3,64.8,29660538
2021-04-18,Ages_65-74_yrs,23780108,19130801,80.2,64.5,29660538
2021-04-17,Ages_65-74_yrs,23685801,18933375,79.9,63.8,29660538
2021-04-16,Ages_65-74_yrs,23583793,18713085,79.5,63.1,29660538
2021-04-15,Ages_65-74_yrs,23445039,18459719,79,62.2,29660538
2021-04-14,Ages_65-74_yrs,23330938,18243995,78.7,61.5,29660538
2021-04-13,Ages_65-74_yrs,23183897,18048730,78.2,60.9,29660538
2021-04-12,Ages_65-74_yrs,23105703,17905818,77.9,60.4,29660538
2021-04-11,Ages_65-74_yrs,23014857,17734928,77.6,59.8,29660538
2021-04-10,Ages_65-74_yrs,22890883,17468859,77.2,58.9,29660538
2021-04-09,Ages_65-74_yrs,22719271,17123140,76.6,57.7,29660538
2021-04-08,Ages_65-74_yrs,22566498,16816968,76.1,56.7,29660538
2021-04-07,Ages_65-74_yrs,22432038,16520118,75.6,55.7,29660538
2021-04-06,Ages_65-74_yrs,22321313,16257997,75.3,54.8,29660538
2021-04-05,Ages_65-74_yrs,22069286,15624752,74.4,52.7,29660538
2021-04-04,Ages_65-74_yrs,22067816,15619169,74.4,52.7,29660538
2021-04-03,Ages_65-74_yrs,22063842,15608479,74.4,52.6,29660538
2021-04-02,Ages_65-74_yrs,21891118,15189900,73.8,51.2,29660538
2021-04-01,Ages_65-74_yrs,21663969,14749950,73,49.7,29660538
2021-03-31,Ages_65-74_yrs,21500461,14357145,72.5,48.4,29660538
2021-03-30,Ages_65-74_yrs,21361171,14041208,72,47.3,29660538
2021-03-29,Ages_65-74_yrs,21283319,13831433,71.8,46.6,29660538
2021-03-28,Ages_65-74_yrs,21168794,13551861,71.4,45.7,29660538
2021-03-27,Ages_65-74_yrs,20992215,13131603,70.8,44.3,29660538
2021-03-26,Ages_65-74_yrs,20772859,12695164,70,42.8,29660538
2021-03-25,Ages_65-74_yrs,20530299,12306873,69.2,41.5,29660538
2021-03-24,Ages_65-74_yrs,20320044,11995190,68.5,40.4,29660538
2021-03-23,Ages_65-74_yrs,20116604,11728690,67.8,39.5,29660538
2021-03-22,Ages_65-74_yrs,19948820,11542057,67.3,38.9,29660538
2021-03-21,Ages_65-74_yrs,19792999,11299244,66.7,38.1,29660538
2021-03-20,Ages_65-74_yrs,19541485,10938949,65.9,36.9,29660538
2021-03-19,Ages_65-74_yrs,19257954,10554397,64.9,35.6,29660538
2021-03-18,Ages_65-74_yrs,18997177,10207321,64,34.4,29660538
2021-03-17,Ages_65-74_yrs,18729911,9856395,63.1,33.2,29660538
2021-03-16,Ages_65-74_yrs,18480765,9554740,62.3,32.2,29660538
2021-03-15,Ages_65-74_yrs,18301601,9320900,61.7,31.4,29660538
2021-03-14,Ages_65-74_yrs,18063214,9031988,60.9,30.5,29660538
2021-03-13,Ages_65-74_yrs,17729544,8675179,59.8,29.2,29660538
2021-03-12,Ages_65-74_yrs,17227490,8241382,58.1,27.8,29660538
2021-03-11,Ages_65-74_yrs,16838260,7804604,56.8,26.3,29660538
2021-03-10,Ages_65-74_yrs,16474008,7461154,55.5,25.2,29660538
2021-03-09,Ages_65-74_yrs,16152497,7212254,54.5,24.3,29660538
2021-03-08,Ages_65-74_yrs,15915702,7050868,53.7,23.8,29660538
2021-03-07,Ages_65-74_yrs,15647064,6827226,52.8,23,29660538
2021-03-06,Ages_65-74_yrs,15227851,6493390,51.3,21.9,29660538
2021-03-05,Ages_65-74_yrs,14691149,6128814,49.5,20.7,29660538
2021-03-04,Ages_65-74_yrs,14216855,5827192,47.9,19.6,29660538
2021-03-03,Ages_65-74_yrs,13829464,5561041,46.6,18.7,29660538
2021-03-02,Ages_65-74_yrs,13482340,5316767,45.5,17.9,29660538
2021-03-01,Ages_65-74_yrs,13188533,5171510,44.5,17.4,29660538
2021-02-28,Ages_65-74_yrs,12846399,4947332,43.3,16.7,29660538
2021-02-27,Ages_65-74_yrs,12405038,4639591,41.8,15.6,29660538
2021-02-26,Ages_65-74_yrs,11957663,4301526,40.3,14.5,29660538
2021-02-25,Ages_65-74_yrs,11576216,3998151,39,13.5,29660538
2021-02-24,Ages_65-74_yrs,11281126,3748860,38,12.6,29660538
2021-02-23,Ages_65-74_yrs,11038169,3554021,37.2,12,29660538
2021-02-22,Ages_65-74_yrs,10911452,3442734,36.8,11.6,29660538
2021-02-21,Ages_65-74_yrs,10739658,3290702,36.2,11.1,29660538
2021-02-20,Ages_65-74_yrs,10455041,3020052,35.2,10.2,29660538
2021-02-19,Ages_65-74_yrs,10163593,2793543,34.3,9.4,29660538
2021-02-18,Ages_65-74_yrs,9799485,2556933,33,8.6,29660538
2021-02-17,Ages_65-74_yrs,9525879,2359678,32.1,8,29660538
2021-02-16,Ages_65-74_yrs,9309237,2243537,31.4,7.6,29660538
